id,year,tabac,gum
129.0,2012,14.0,1.0
129.0,2016,4.0,10.0
129.0,2018,10.0,1.0
130.0,2010,7.0,5.0
130.0,2011,30.0,11.0
130.0,2012,10.0,10.0
130.0,2014,4.0,10.0
130.0,2018,7.0,1.0
130.0,2019,7.0,2.0
131.0,2011,17.0,12.0
131.0,2012,6.0,2.0
131.0,2013,10.0,1.0
131.0,2014,5.0,1.0
131.0,2016,4.0,2.0
131.0,2017,5.0,2.0
131.0,2018,2.0,1.0
131.0,2019,2.0,2.0
132.0,2011,17.0,17.0
132.0,2012,15.0,15.0
132.0,2013,11.0,20.0
132.0,2015,7.0,10.0
132.0,2016,12.0,13.0
132.0,2017,14.0,10.0
132.0,2018,21.0,12.0
132.0,2019,30.0,5.0
133.0,2010,20.0,22.0
133.0,2011,20.0,2.0
133.0,2013,21.0,4.0
133.0,2014,12.0,5.0
134.0,2011,24.0,15.0
134.0,2012,20.0,20.0
134.0,2013,2.0,10.0
134.0,2016,16.0,11.0
134.0,2018,10.0,2.0
134.0,2019,10.0,1.0
135.0,2010,10.0,2.0
135.0,2011,10.0,1.0
135.0,2012,10.0,4.0
135.0,2013,16.0,12.0
135.0,2014,7.0,2.0
135.0,2016,7.0,10.0
135.0,2017,4.0,1.0
135.0,2018,22.0,4.0
136.0,2010,28.0,6.0
136.0,2011,14.0,11.0
136.0,2012,4.0,12.0
136.0,2013,4.0,20.0
136.0,2016,13.0,16.0
136.0,2018,7.0,2.0
136.0,2019,7.0,3.0
137.0,2010,14.0,15.0
137.0,2011,4.0,3.0
137.0,2012,14.0,10.0
137.0,2014,10.0,6.0
137.0,2017,4.0,1.0
138.0,2010,7.0,4.0
138.0,2012,7.0,20.0
138.0,2013,12.0,22.0
138.0,2014,14.0,3.0
138.0,2015,17.0,14.0
138.0,2016,14.0,20.0
139.0,2010,22.0,6.0
139.0,2011,19.0,9.0
139.0,2012,18.0,5.0
139.0,2013,17.0,5.0
139.0,2014,17.0,3.0
139.0,2015,16.0,7.0
139.0,2016,19.0,21.0
139.0,2017,12.0,12.0
139.0,2019,3.0,2.0
140.0,2010,15.0,2.0
140.0,2011,5.0,1.0
140.0,2012,5.0,2.0
140.0,2013,4.0,2.0
140.0,2014,7.0,3.0
140.0,2016,5.0,2.0
140.0,2017,17.0,4.0
140.0,2018,14.0,7.0
141.0,2010,14.0,3.0
141.0,2011,21.0,5.0
141.0,2012,14.0,2.0
142.0,2010,20.0,10.0
142.0,2011,37.0,33.0
142.0,2012,57.0,26.0
142.0,2013,10.0,2.0
142.0,2015,5.0,1.0
142.0,2016,10.0,5.0
143.0,2011,3.0,2.0
143.0,2014,7.0,4.0
143.0,2015,10.0,1.0
143.0,2017,4.0,1.0
143.0,2019,5.0,1.0
144.0,2010,6.0,2.0
144.0,2011,8.0,29.0
144.0,2012,10.0,12.0
144.0,2013,12.0,52.0
144.0,2014,9.0,12.0
144.0,2015,2.0,10.0
144.0,2016,2.0,10.0
144.0,2018,2.0,2.0
144.0,2019,2.0,3.0
145.0,2010,41.0,9.0
145.0,2011,45.0,7.0
145.0,2012,50.0,31.0
145.0,2013,20.0,7.0
145.0,2014,30.0,5.0
145.0,2015,17.0,5.0
145.0,2016,7.0,2.0
145.0,2017,40.0,2.0
145.0,2018,20.0,4.0
146.0,2010,38.0,15.0
146.0,2011,30.0,9.0
146.0,2012,10.0,2.0
146.0,2013,20.0,3.0
146.0,2015,14.0,1.0
146.0,2016,10.0,10.0
147.0,2010,6.0,2.0
147.0,2011,15.0,10.0
147.0,2012,27.0,4.0
147.0,2013,6.0,10.0
147.0,2014,9.0,1.0
147.0,2015,7.0,12.0
148.0,2010,7.0,36.0
148.0,2011,20.0,3.0
148.0,2013,15.0,15.0
148.0,2014,5.0,5.0
148.0,2015,5.0,1.0
148.0,2017,9.0,5.0
148.0,2018,12.0,7.0
148.0,2019,15.0,4.0
149.0,2010,12.0,21.0
149.0,2011,47.0,36.0
149.0,2012,24.0,61.0
149.0,2014,20.0,2.0
149.0,2015,2.0,2.0
149.0,2016,4.0,20.0
149.0,2018,33.0,2.0
149.0,2019,15.0,2.0
150.0,2010,22.0,3.0
150.0,2011,32.0,32.0
150.0,2012,23.0,31.0
150.0,2013,17.0,22.0
150.0,2014,34.0,15.0
150.0,2015,40.0,13.0
150.0,2016,10.0,3.0
151.0,2010,6.0,1.0
151.0,2013,10.0,60.0
151.0,2015,9.0,8.0
151.0,2016,20.0,3.0
151.0,2018,12.0,3.0
151.0,2019,2.0,2.0
152.0,2010,18.0,5.0
152.0,2011,43.0,16.0
152.0,2012,13.0,4.0
152.0,2013,1.0,20.0
152.0,2015,44.0,16.0
152.0,2016,10.0,14.0
152.0,2017,15.0,1.0
152.0,2019,40.0,2.0
153.0,2010,19.0,2.0
153.0,2011,31.0,44.0
153.0,2012,47.0,42.0
153.0,2014,14.0,1.0
153.0,2015,20.0,2.0
153.0,2016,20.0,2.0
153.0,2018,15.0,1.0
154.0,2010,12.0,14.0
154.0,2011,7.0,2.0
154.0,2012,24.0,15.0
154.0,2013,8.0,7.0
154.0,2014,12.0,6.0
154.0,2015,5.0,2.0
154.0,2016,5.0,3.0
154.0,2017,8.0,5.0
154.0,2018,7.0,2.0
155.0,2010,13.0,18.0
155.0,2011,23.0,15.0
155.0,2012,19.0,5.0
155.0,2013,9.0,30.0
155.0,2014,10.0,1.0
155.0,2016,3.0,10.0
155.0,2017,7.0,2.0
155.0,2018,9.0,4.0
155.0,2019,8.0,7.0
156.0,2010,4.0,2.0
156.0,2011,14.0,2.0
156.0,2012,20.0,13.0
156.0,2013,12.0,35.0
156.0,2014,8.0,2.0
156.0,2016,7.0,10.0
156.0,2017,7.0,10.0
156.0,2019,12.0,3.0
157.0,2010,7.0,1.0
157.0,2011,26.0,34.0
157.0,2012,7.0,3.0
157.0,2013,10.0,12.0
157.0,2015,10.0,4.0
158.0,2010,71.0,12.0
158.0,2011,19.0,33.0
158.0,2012,30.0,15.0
158.0,2013,7.0,2.0
158.0,2014,15.0,4.0
158.0,2015,14.0,1.0
158.0,2019,5.0,1.0
159.0,2010,21.0,7.0
159.0,2011,12.0,3.0
159.0,2013,17.0,5.0
159.0,2015,12.0,5.0
159.0,2017,5.0,2.0
160.0,2010,20.0,6.0
160.0,2011,5.0,3.0
160.0,2012,16.0,40.0
160.0,2013,16.0,11.0
160.0,2014,20.0,11.0
160.0,2015,2.0,2.0
160.0,2017,20.0,2.0
160.0,2019,20.0,1.0
161.0,2010,3.0,2.0
161.0,2011,10.0,2.0
161.0,2012,10.0,3.0
161.0,2015,15.0,5.0
161.0,2016,7.0,10.0
161.0,2019,5.0,1.0
162.0,2010,17.0,11.0
162.0,2011,39.0,35.0
162.0,2012,28.0,64.0
162.0,2013,24.0,22.0
162.0,2014,14.0,1.0
162.0,2015,18.0,6.0
162.0,2018,7.0,2.0
162.0,2019,10.0,2.0
163.0,2010,34.0,20.0
163.0,2011,47.0,25.0
163.0,2012,10.0,3.0
163.0,2015,10.0,2.0
163.0,2017,10.0,2.0
164.0,2010,7.0,5.0
164.0,2011,19.0,114.0
164.0,2012,31.0,24.0
164.0,2013,28.0,23.0
164.0,2014,20.0,2.0
164.0,2015,21.0,20.0
164.0,2016,27.0,34.0
164.0,2017,37.0,12.0
164.0,2018,10.0,2.0
164.0,2019,25.0,3.0
165.0,2011,2.0,1.0
165.0,2012,22.0,26.0
165.0,2013,2.0,1.0
165.0,2014,18.0,51.0
165.0,2015,10.0,9.0
165.0,2017,7.0,1.0
165.0,2018,9.0,2.0
165.0,2019,29.0,3.0
166.0,2010,16.0,2.0
166.0,2011,10.0,12.0
166.0,2012,7.0,1.0
166.0,2013,17.0,13.0
166.0,2014,10.0,1.0
166.0,2017,15.0,4.0
166.0,2019,3.0,2.0
167.0,2010,2.0,1.0
167.0,2011,10.0,10.0
167.0,2013,20.0,12.0
167.0,2017,7.0,2.0
168.0,2010,7.0,2.0
168.0,2011,20.0,30.0
168.0,2012,7.0,1.0
168.0,2013,10.0,3.0
168.0,2014,17.0,8.0
168.0,2015,2.0,1.0
168.0,2016,32.0,4.0
168.0,2017,7.0,5.0
168.0,2018,10.0,5.0
169.0,2010,8.0,3.0
169.0,2011,29.0,23.0
169.0,2012,10.0,2.0
169.0,2013,5.0,1.0
169.0,2017,10.0,12.0
169.0,2018,1.0,1.0
169.0,2019,1.0,1.0
170.0,2010,11.0,3.0
170.0,2011,1.0,1.0
170.0,2012,7.0,1.0
170.0,2013,7.0,3.0
170.0,2016,5.0,2.0
170.0,2018,5.0,1.0
171.0,2010,13.0,6.0
171.0,2011,35.0,26.0
171.0,2015,4.0,2.0
171.0,2016,10.0,1.0
171.0,2017,3.0,2.0
171.0,2018,2.0,2.0
172.0,2010,3.0,2.0
172.0,2011,15.0,4.0
172.0,2013,10.0,12.0
172.0,2014,3.0,3.0
172.0,2015,5.0,2.0
172.0,2017,3.0,2.0
172.0,2018,10.0,1.0
173.0,2012,5.0,1.0
173.0,2013,17.0,15.0
173.0,2015,10.0,12.0
173.0,2016,4.0,1.0
173.0,2017,7.0,1.0
173.0,2019,6.0,2.0
174.0,2011,10.0,10.0
174.0,2015,5.0,1.0
174.0,2018,7.0,2.0
175.0,2010,20.0,5.0
175.0,2011,17.0,17.0
175.0,2012,10.0,24.0
175.0,2013,29.0,36.0
175.0,2014,23.0,9.0
175.0,2015,10.0,12.0
175.0,2016,11.0,13.0
175.0,2017,8.0,4.0
175.0,2018,7.0,3.0
175.0,2019,10.0,2.0
176.0,2011,2.0,1.0
176.0,2019,54.0,5.0
177.0,2010,35.0,22.0
177.0,2011,27.0,47.0
177.0,2012,3.0,10.0
177.0,2013,34.0,7.0
177.0,2015,20.0,35.0
177.0,2016,13.0,3.0
177.0,2017,12.0,7.0
177.0,2018,4.0,5.0
177.0,2019,7.0,1.0
178.0,2011,10.0,1.0
178.0,2012,7.0,1.0
178.0,2013,14.0,10.0
178.0,2014,21.0,4.0
178.0,2015,5.0,20.0
178.0,2016,14.0,2.0
179.0,2011,14.0,3.0
179.0,2012,11.0,3.0
179.0,2013,30.0,5.0
179.0,2015,2.0,1.0
179.0,2016,3.0,3.0
179.0,2018,14.0,2.0
179.0,2019,14.0,2.0
180.0,2010,57.0,30.0
180.0,2011,25.0,21.0
180.0,2012,20.0,2.0
180.0,2013,10.0,1.0
181.0,2010,20.0,20.0
181.0,2011,7.0,2.0
181.0,2012,1.0,1.0
181.0,2013,10.0,1.0
181.0,2018,5.0,2.0
182.0,2010,10.0,5.0
182.0,2011,10.0,2.0
182.0,2015,2.0,4.0
182.0,2018,6.0,2.0
183.0,2010,4.0,1.0
183.0,2012,14.0,5.0
183.0,2019,7.0,1.0
184.0,2010,5.0,1.0
184.0,2011,15.0,7.0
184.0,2012,23.0,6.0
184.0,2013,14.0,1.0
184.0,2014,30.0,10.0
184.0,2015,24.0,15.0
184.0,2016,20.0,24.0
184.0,2017,16.0,15.0
184.0,2018,10.0,2.0
184.0,2019,3.0,5.0
185.0,2011,20.0,11.0
185.0,2012,3.0,1.0
185.0,2016,1.0,4.0
185.0,2017,1.0,3.0
186.0,2010,12.0,3.0
186.0,2011,9.0,21.0
186.0,2012,14.0,4.0
186.0,2013,2.0,2.0
186.0,2014,12.0,8.0
186.0,2015,11.0,11.0
186.0,2016,13.0,4.0
186.0,2017,7.0,1.0
186.0,2018,2.0,1.0
186.0,2019,7.0,4.0
187.0,2010,10.0,1.0
187.0,2011,17.0,6.0
187.0,2017,7.0,1.0
188.0,2010,17.0,6.0
188.0,2012,7.0,2.0
188.0,2015,12.0,5.0
188.0,2016,10.0,2.0
188.0,2018,10.0,1.0
189.0,2010,11.0,4.0
189.0,2011,18.0,23.0
189.0,2012,37.0,14.0
189.0,2013,10.0,3.0
189.0,2014,7.0,2.0
189.0,2015,13.0,12.0
189.0,2017,7.0,10.0
189.0,2018,12.0,3.0
189.0,2019,12.0,3.0
190.0,2010,17.0,4.0
190.0,2011,14.0,3.0
190.0,2012,7.0,2.0
190.0,2013,5.0,10.0
190.0,2014,25.0,17.0
190.0,2015,7.0,20.0
190.0,2016,7.0,20.0
190.0,2017,3.0,7.0
190.0,2019,7.0,5.0
191.0,2010,7.0,10.0
191.0,2011,14.0,11.0
191.0,2012,24.0,4.0
191.0,2013,7.0,2.0
191.0,2014,28.0,5.0
191.0,2016,3.0,2.0
191.0,2017,24.0,2.0
191.0,2018,4.0,2.0
191.0,2019,4.0,3.0
192.0,2011,8.0,3.0
192.0,2012,17.0,4.0
192.0,2013,3.0,2.0
193.0,2010,14.0,3.0
193.0,2011,10.0,2.0
193.0,2012,17.0,4.0
193.0,2013,4.0,10.0
194.0,2010,7.0,12.0
194.0,2011,14.0,10.0
194.0,2015,5.0,4.0
195.0,2010,21.0,9.0
195.0,2011,13.0,3.0
195.0,2014,7.0,2.0
195.0,2016,2.0,1.0
195.0,2017,13.0,5.0
195.0,2018,2.0,1.0
196.0,2010,18.0,3.0
196.0,2011,14.0,5.0
196.0,2012,14.0,2.0
196.0,2014,32.0,13.0
197.0,2011,15.0,3.0
197.0,2012,2.0,1.0
197.0,2013,1.0,1.0
197.0,2014,5.0,1.0
198.0,2010,17.0,11.0
198.0,2011,7.0,5.0
198.0,2012,15.0,6.0
198.0,2013,7.0,7.0
198.0,2016,10.0,10.0
199.0,2011,19.0,6.0
199.0,2012,3.0,40.0
199.0,2018,10.0,1.0
200.0,2010,7.0,12.0
200.0,2011,11.0,13.0
200.0,2012,16.0,30.0
200.0,2019,2.0,1.0
201.0,2010,21.0,6.0
201.0,2011,1.0,1.0
201.0,2013,7.0,10.0
201.0,2014,17.0,9.0
201.0,2015,8.0,1.0
201.0,2017,7.0,2.0
201.0,2019,7.0,1.0
202.0,2010,25.0,1.0
202.0,2011,3.0,12.0
202.0,2012,9.0,2.0
202.0,2015,10.0,2.0
202.0,2019,20.0,6.0
203.0,2010,5.0,2.0
203.0,2011,19.0,3.0
203.0,2012,19.0,7.0
203.0,2013,10.0,2.0
203.0,2014,5.0,2.0
203.0,2016,2.0,2.0
203.0,2017,2.0,2.0
203.0,2018,2.0,2.0
203.0,2019,2.0,2.0
204.0,2010,13.0,8.0
204.0,2012,2.0,2.0
204.0,2013,27.0,20.0
204.0,2015,10.0,2.0
205.0,2010,3.0,1.0
205.0,2011,12.0,3.0
205.0,2012,5.0,2.0
205.0,2013,15.0,3.0
205.0,2014,3.0,2.0
205.0,2015,3.0,1.0
205.0,2016,2.0,1.0
205.0,2017,2.0,2.0
206.0,2010,20.0,3.0
206.0,2011,61.0,64.0
206.0,2012,32.0,43.0
206.0,2013,7.0,2.0
206.0,2014,10.0,4.0
206.0,2015,24.0,6.0
206.0,2017,14.0,2.0
206.0,2018,33.0,5.0
206.0,2019,7.0,1.0
207.0,2011,6.0,13.0
207.0,2012,10.0,6.0
207.0,2015,4.0,40.0
208.0,2010,2.0,1.0
208.0,2011,19.0,33.0
208.0,2012,7.0,2.0
208.0,2015,7.0,2.0
209.0,2010,8.0,11.0
209.0,2011,4.0,12.0
209.0,2012,13.0,6.0
209.0,2014,2.0,2.0
209.0,2015,10.0,3.0
209.0,2018,13.0,11.0
209.0,2019,5.0,1.0
210.0,2010,16.0,2.0
210.0,2011,7.0,1.0
210.0,2012,10.0,1.0
211.0,2010,51.0,13.0
211.0,2011,26.0,14.0
211.0,2012,10.0,10.0
211.0,2013,12.0,22.0
211.0,2014,7.0,2.0
211.0,2017,4.0,1.0
212.0,2010,27.0,21.0
212.0,2011,5.0,24.0
212.0,2012,12.0,26.0
212.0,2013,17.0,40.0
212.0,2014,7.0,1.0
212.0,2015,3.0,10.0
212.0,2018,5.0,1.0
213.0,2010,15.0,3.0
213.0,2011,18.0,21.0
213.0,2012,30.0,16.0
213.0,2014,20.0,1.0
213.0,2015,7.0,1.0
213.0,2017,4.0,2.0
213.0,2019,12.0,3.0
214.0,2010,7.0,4.0
214.0,2011,1.0,48.0
214.0,2012,10.0,2.0
214.0,2013,5.0,5.0
214.0,2014,17.0,5.0
214.0,2015,9.0,5.0
214.0,2016,4.0,2.0
214.0,2017,4.0,1.0
214.0,2018,2.0,1.0
214.0,2019,2.0,1.0
215.0,2010,30.0,30.0
215.0,2011,10.0,20.0
215.0,2012,3.0,4.0
215.0,2014,3.0,1.0
215.0,2019,3.0,2.0
216.0,2011,6.0,1.0
216.0,2012,3.0,2.0
216.0,2013,1.0,2.0
216.0,2014,7.0,2.0
216.0,2018,7.0,1.0
217.0,2010,9.0,17.0
217.0,2011,9.0,24.0
217.0,2012,10.0,3.0
217.0,2013,10.0,2.0
217.0,2014,2.0,1.0
217.0,2015,16.0,3.0
217.0,2016,15.0,5.0
217.0,2018,8.0,5.0
218.0,2010,20.0,31.0
218.0,2011,44.0,28.0
218.0,2012,8.0,14.0
218.0,2013,40.0,15.0
218.0,2014,19.0,4.0
218.0,2015,10.0,2.0
218.0,2016,18.0,2.0
218.0,2017,14.0,1.0
218.0,2018,4.0,5.0
218.0,2019,7.0,3.0
219.0,2011,4.0,2.0
220.0,2012,7.0,2.0
220.0,2013,4.0,20.0
220.0,2016,7.0,2.0
221.0,2017,10.0,2.0
222.0,2011,10.0,2.0
222.0,2012,20.0,2.0
223.0,2010,16.0,22.0
223.0,2011,7.0,13.0
223.0,2012,9.0,4.0
223.0,2013,7.0,15.0
223.0,2014,12.0,2.0
223.0,2016,3.0,1.0
223.0,2017,6.0,5.0
223.0,2018,5.0,2.0
224.0,2010,6.0,1.0
224.0,2011,31.0,35.0
224.0,2012,15.0,4.0
224.0,2014,10.0,2.0
224.0,2015,11.0,2.0
224.0,2016,6.0,6.0
224.0,2017,6.0,10.0
225.0,2011,18.0,11.0
225.0,2012,11.0,5.0
225.0,2014,2.0,1.0
225.0,2015,7.0,40.0
225.0,2016,5.0,5.0
225.0,2018,7.0,2.0
226.0,2014,7.0,2.0
226.0,2015,10.0,2.0
226.0,2016,10.0,1.0
226.0,2017,1.0,1.0
226.0,2018,14.0,2.0
227.0,2010,1.0,1.0
227.0,2011,20.0,14.0
227.0,2012,1.0,1.0
228.0,2010,60.0,7.0
228.0,2011,14.0,10.0
228.0,2012,10.0,30.0
228.0,2014,17.0,41.0
228.0,2019,14.0,5.0
229.0,2012,20.0,8.0
229.0,2013,21.0,2.0
229.0,2015,2.0,3.0
229.0,2016,15.0,21.0
229.0,2017,4.0,2.0
230.0,2010,17.0,12.0
230.0,2011,10.0,5.0
230.0,2013,4.0,2.0
230.0,2014,7.0,10.0
231.0,2011,22.0,12.0
231.0,2012,20.0,31.0
231.0,2014,20.0,60.0
231.0,2018,15.0,1.0
231.0,2019,10.0,2.0
232.0,2010,2.0,10.0
232.0,2012,8.0,2.0
232.0,2014,2.0,3.0
232.0,2018,2.0,2.0
232.0,2019,1.0,2.0
233.0,2010,24.0,6.0
233.0,2011,8.0,75.0
233.0,2012,10.0,1.0
233.0,2013,10.0,36.0
233.0,2014,8.0,4.0
233.0,2015,7.0,20.0
233.0,2016,20.0,3.0
233.0,2017,28.0,7.0
233.0,2018,20.0,2.0
234.0,2010,14.0,7.0
234.0,2011,15.0,13.0
234.0,2012,8.0,6.0
234.0,2017,14.0,1.0
234.0,2018,11.0,2.0
235.0,2011,10.0,3.0
235.0,2012,2.0,2.0
235.0,2013,10.0,1.0
235.0,2014,10.0,2.0
235.0,2019,20.0,2.0
236.0,2012,7.0,2.0
236.0,2013,7.0,2.0
236.0,2014,7.0,2.0
236.0,2017,7.0,5.0
236.0,2018,5.0,2.0
237.0,2011,5.0,1.0
237.0,2016,10.0,10.0
237.0,2017,10.0,2.0
239.0,2012,14.0,12.0
239.0,2017,4.0,1.0
240.0,2010,14.0,1.0
240.0,2012,7.0,5.0
240.0,2013,7.0,20.0
240.0,2015,10.0,12.0
241.0,2010,5.0,1.0
241.0,2012,7.0,2.0
241.0,2013,16.0,20.0
241.0,2014,10.0,10.0
242.0,2010,7.0,1.0
242.0,2013,27.0,42.0
242.0,2017,10.0,1.0
242.0,2018,10.0,1.0
242.0,2019,10.0,1.0
243.0,2012,4.0,12.0
243.0,2014,10.0,24.0
243.0,2016,8.0,14.0
244.0,2010,7.0,6.0
244.0,2011,20.0,10.0
244.0,2012,7.0,2.0
244.0,2013,7.0,20.0
244.0,2014,10.0,10.0
244.0,2016,3.0,10.0
244.0,2017,10.0,1.0
245.0,2011,20.0,10.0
245.0,2012,4.0,48.0
245.0,2013,20.0,5.0
245.0,2015,10.0,10.0
246.0,2011,10.0,20.0
246.0,2012,21.0,4.0
246.0,2013,10.0,20.0
246.0,2017,5.0,2.0
247.0,2012,14.0,1.0
247.0,2013,20.0,10.0
248.0,2010,10.0,1.0
248.0,2012,10.0,1.0
248.0,2019,7.0,3.0
249.0,2010,5.0,1.0
249.0,2011,17.0,7.0
249.0,2013,7.0,2.0
249.0,2015,4.0,3.0
249.0,2017,20.0,2.0
249.0,2018,2.0,2.0
249.0,2019,14.0,1.0
250.0,2010,7.0,10.0
250.0,2011,12.0,22.0
250.0,2017,7.0,2.0
250.0,2018,10.0,5.0
251.0,2012,7.0,2.0
251.0,2015,10.0,20.0
251.0,2017,10.0,3.0
251.0,2018,17.0,2.0
252.0,2010,14.0,50.0
252.0,2011,12.0,12.0
252.0,2017,7.0,1.0
252.0,2018,10.0,1.0
252.0,2019,7.0,1.0
253.0,2010,10.0,2.0
253.0,2012,17.0,2.0
253.0,2013,20.0,9.0
253.0,2015,79.0,7.0
254.0,2011,10.0,4.0
254.0,2012,17.0,3.0
254.0,2013,6.0,2.0
254.0,2015,17.0,11.0
255.0,2010,2.0,1.0
255.0,2011,26.0,21.0
255.0,2012,20.0,3.0
255.0,2013,14.0,20.0
255.0,2014,23.0,11.0
256.0,2013,34.0,24.0
256.0,2014,13.0,70.0
256.0,2015,10.0,10.0
257.0,2010,17.0,20.0
257.0,2013,10.0,10.0
259.0,2011,4.0,2.0
259.0,2012,10.0,10.0
259.0,2013,10.0,1.0
259.0,2016,15.0,10.0
259.0,2017,14.0,1.0
259.0,2018,10.0,1.0
259.0,2019,10.0,1.0
260.0,2010,14.0,1.0
260.0,2015,4.0,3.0
260.0,2016,10.0,2.0
261.0,2011,4.0,20.0
261.0,2012,5.0,1.0
261.0,2013,2.0,1.0
261.0,2015,7.0,6.0
261.0,2016,7.0,1.0
262.0,2010,7.0,20.0
262.0,2013,5.0,1.0
263.0,2010,2.0,20.0
263.0,2012,7.0,1.0
263.0,2015,20.0,2.0
263.0,2018,4.0,3.0
263.0,2019,7.0,2.0
264.0,2013,7.0,6.0
265.0,2010,21.0,10.0
265.0,2011,22.0,7.0
265.0,2018,10.0,3.0
266.0,2017,7.0,1.0
267.0,2010,10.0,10.0
267.0,2011,20.0,30.0
267.0,2012,30.0,44.0
267.0,2013,14.0,26.0
267.0,2014,5.0,1.0
267.0,2015,10.0,1.0
267.0,2018,3.0,1.0
269.0,2012,4.0,1.0
269.0,2015,3.0,20.0
269.0,2017,4.0,3.0
270.0,2011,20.0,2.0
270.0,2012,14.0,2.0
270.0,2018,5.0,1.0
271.0,2010,10.0,1.0
272.0,2010,3.0,1.0
272.0,2013,7.0,2.0
273.0,2014,7.0,7.0
274.0,2011,7.0,24.0
275.0,2012,10.0,10.0
275.0,2013,20.0,100.0
276.0,2011,13.0,60.0
277.0,2012,10.0,10.0
277.0,2017,2.0,3.0
280.0,2010,20.0,3.0
280.0,2011,20.0,2.0
280.0,2015,7.0,1.0
281.0,2010,5.0,1.0
281.0,2012,4.0,20.0
282.0,2010,10.0,20.0
282.0,2011,26.0,14.0
282.0,2012,10.0,10.0
283.0,2010,5.0,4.0
284.0,2014,6.0,4.0
285.0,2013,10.0,1.0
285.0,2015,2.0,10.0
285.0,2016,10.0,10.0
285.0,2017,10.0,5.0
286.0,2010,7.0,20.0
286.0,2011,10.0,2.0
286.0,2014,4.0,20.0
286.0,2017,7.0,1.0
286.0,2018,11.0,3.0
286.0,2019,7.0,1.0
288.0,2011,14.0,30.0
288.0,2012,30.0,28.0
288.0,2014,20.0,2.0
288.0,2015,7.0,10.0
288.0,2016,10.0,1.0
289.0,2010,20.0,15.0
289.0,2012,10.0,1.0
289.0,2016,6.0,2.0
289.0,2017,5.0,2.0
290.0,2010,6.0,1.0
290.0,2016,5.0,2.0
291.0,2010,5.0,10.0
291.0,2011,5.0,10.0
291.0,2012,7.0,1.0
291.0,2013,7.0,1.0
291.0,2014,30.0,3.0
291.0,2015,10.0,1.0
291.0,2016,7.0,1.0
291.0,2019,10.0,1.0
292.0,2013,3.0,2.0
292.0,2014,7.0,1.0
293.0,2010,13.0,14.0
293.0,2011,32.0,24.0
293.0,2012,36.0,3.0
293.0,2013,35.0,42.0
293.0,2014,27.0,9.0
293.0,2015,7.0,30.0
293.0,2016,6.0,20.0
293.0,2017,7.0,1.0
293.0,2018,5.0,2.0
294.0,2010,27.0,4.0
294.0,2012,10.0,1.0
294.0,2013,20.0,3.0
294.0,2014,2.0,2.0
294.0,2015,12.0,9.0
294.0,2016,17.0,4.0
294.0,2017,20.0,6.0
295.0,2011,20.0,10.0
295.0,2012,20.0,3.0
295.0,2013,10.0,3.0
295.0,2014,28.0,3.0
295.0,2016,10.0,4.0
295.0,2019,28.0,1.0
296.0,2011,10.0,5.0
296.0,2013,20.0,1.0
296.0,2014,46.0,19.0
296.0,2019,20.0,3.0
297.0,2010,17.0,17.0
297.0,2011,24.0,12.0
297.0,2014,10.0,2.0
297.0,2016,10.0,2.0
297.0,2018,7.0,2.0
298.0,2012,7.0,1.0
298.0,2013,10.0,1.0
298.0,2019,3.0,1.0
299.0,2010,10.0,1.0
299.0,2013,10.0,1.0
299.0,2014,10.0,1.0
299.0,2018,14.0,3.0
300.0,2010,2.0,2.0
300.0,2012,10.0,30.0
300.0,2013,5.0,2.0
300.0,2014,10.0,1.0
301.0,2013,14.0,2.0
302.0,2010,6.0,2.0
303.0,2010,3.0,1.0
303.0,2011,3.0,4.0
303.0,2013,6.0,4.0
303.0,2014,5.0,7.0
304.0,2012,12.0,5.0
304.0,2017,7.0,1.0
305.0,2014,7.0,20.0
305.0,2018,7.0,2.0
305.0,2019,7.0,2.0
306.0,2010,5.0,10.0
306.0,2013,30.0,2.0
306.0,2014,20.0,2.0
306.0,2015,30.0,5.0
306.0,2017,7.0,1.0
310.0,2010,7.0,30.0
310.0,2012,7.0,50.0
310.0,2015,10.0,1.0
310.0,2018,7.0,1.0
310.0,2019,10.0,1.0
311.0,2011,21.0,10.0
311.0,2013,7.0,3.0
311.0,2017,7.0,1.0
311.0,2018,7.0,1.0
312.0,2010,10.0,10.0
312.0,2011,34.0,6.0
312.0,2013,5.0,10.0
312.0,2015,4.0,1.0
312.0,2016,5.0,2.0
312.0,2017,10.0,3.0
312.0,2018,5.0,2.0
312.0,2019,26.0,3.0
313.0,2010,7.0,2.0
313.0,2012,20.0,2.0
313.0,2014,7.0,2.0
314.0,2010,3.0,1.0
314.0,2011,7.0,1.0
314.0,2012,7.0,2.0
314.0,2016,15.0,3.0
314.0,2017,7.0,2.0
314.0,2018,4.0,3.0
314.0,2019,11.0,7.0
315.0,2010,2.0,20.0
315.0,2011,3.0,10.0
315.0,2012,10.0,10.0
316.0,2010,6.0,10.0
316.0,2011,7.0,10.0
316.0,2012,23.0,20.0
316.0,2019,10.0,1.0
317.0,2010,10.0,2.0
318.0,2011,9.0,1.0
319.0,2010,7.0,1.0
320.0,2013,5.0,10.0
320.0,2018,2.0,1.0
321.0,2011,14.0,2.0
321.0,2013,3.0,30.0
321.0,2014,2.0,2.0
321.0,2016,6.0,2.0
321.0,2019,20.0,2.0
322.0,2011,24.0,32.0
322.0,2012,4.0,10.0
324.0,2014,2.0,20.0
325.0,2010,5.0,3.0
325.0,2011,10.0,1.0
